CPP_matlab_0,Time _0,CPP_matlab_1,Time_1 ,CPP_matlab_2,Time_2 ,CPP_matlab_3,Time_3 ,CPP_matlab_4,Time_4,CPP_matlab_5,Time_5,CPP_matlab_6,Time_6
,,,,,,13.64293266,12161,14.49998802,12161,16.1343375,12161,19.32468274,12161
,,,,,,14.50957207,12241,13.48678909,12241,14.68171355,12241,19.43824489,12241
,,,,,,11.68823727,12321,12.56942267,12321,14.01823394,12321,19.00191763,12321
,,,,,,13.42328976,12401,24.26537959,12401,13.8579412,12401,20.85800132,12401
,,,,,,13.77678013,12481,13.38648209,12481,14.841067,12481,14.93456654,12481
,,,,,,14.26707253,12561,14.67444603,12561,13.4206657,12561,17.00557736,12561
,,,,,,10.75128696,12641,15.01665114,12641,15.3804992,12641,17.08224107,12641
,,,,,,19.67203067,12721,18.70191241,12721,15.2884912,12721,20.29665728,12721
,,,,,,14.11930016,12801,10.57739577,12801,15.55517272,12801,16.41645419,12801
,,,,,,10.37353545,12881,14.39069859,12881,14.64069105,12881,19.08484568,12881
,,,,,,14.38400879,12961,15.77011888,12961,15.23361002,12961,16.7159247,12961
,,,,,,17.11951379,13041,12.80224526,13041,15.10037101,13041,16.1212672,13041
,,,,,,20.41680142,13121,13.61486605,13121,15.84534763,13121,21.54242279,13121
,,,,,,16.98207152,13201,9.453096792,13201,16.24787444,13201,16.43278555,13201
,,,,,,21.02091758,13281,16.23753119,13281,18.77674374,13281,16.30054047,13281
,,,,,,19.86878331,13361,7.369649823,13361,20.67695319,13361,17.18029226,13361
,,,,,,19.62345946,13441,16.68910008,13441,23.07811414,13441,20.62017871,13441
,,,,,,19.3176409,13521,16.19545088,13521,21.91975759,13521,20.3760402,13521
,,,,,,19.5761516,13601,16.7863757,13601,22.55092823,13601,19.62633781,13601
,,,,,,15.92120443,13681,17.77771371,13681,23.49605262,13681,15.70729223,13681
,,,,,,18.43725097,13761,17.87720994,13761,24.89796975,13761,17.91391508,13761
,,,,,,14.6983115,13841,18.97091857,13841,22.11939969,13841,12.24712315,13841
,,,,,,18.32522806,13921,20.69880981,13921,23.90160348,13921,12.80361081,13921
,,,,,,12.38515665,14001,21.26986723,14001,17.57711408,14001,13.73259215,14001
,,,,,,13.91398668,14081,15.55819356,14081,17.54482195,14081,16.70233387,14081
,,,,,,13.39485962,14161,18.87339988,14161,18.78990611,14161,12.50304362,14161
,,,,,,15.77536028,14241,18.00828802,14241,18.27353716,14241,15.96227852,14241
,,,,,,12.37083153,14321,17.6161689,14321,12.28646598,14321,15.06274189,14321
,,,,,,13.97993638,14401,18.86299125,14401,13.69481775,14401,13.8677357,14401
,,,,,,18.05191801,14481,21.45436188,14481,14.91792331,14481,19.40615829,14481
,,,,,,20.07572318,14561,20.13035328,14561,14.37270736,14561,22.5612785,14561
,,,,,,20.62584779,14641,17.32342457,14641,16.43465252,14641,24.8265046,14641
,,,,,,17.06254607,14721,20.64003027,14721,15.84319662,14721,20.93782812,14721
